"Date","Price","Open","High","Low","Vol.","Change %"
"01/24/2020","140.08","141.40","142.25","139.20","13.08M","-1.49%"
"01/23/2020","142.20","143.60","143.61","140.65","11.08M","-1.26%"
"01/22/2020","144.01","144.45","144.79","143.54","7.55M","0.31%"
"01/21/2020","143.56","144.24","144.59","143.01","9.25M","-0.53%"
"01/17/2020","144.33","145.54","145.64","144.01","10.36M","-0.54%"
"01/16/2020","145.12","145.09","145.43","144.44","6.95M","0.55%"
"01/15/2020","144.32","145.71","145.71","143.93","6.82M","-0.61%"
"01/14/2020","145.20","143.41","146.72","142.29","14.85M","0.92%"
"01/13/2020","143.88","144.75","144.75","143.36","9.93M","-0.51%"
"01/10/2020","144.62","145.30","145.50","144.26","5.15M","-0.15%"
"01/09/2020","144.83","146.47","146.62","144.61","6.67M","-0.39%"
"01/08/2020","145.40","145.49","146.13","144.82","6.99M","-0.21%"
"01/07/2020","145.70","145.99","146.87","145.42","6.97M","0.03%"
"01/06/2020","145.65","145.54","146.03","144.31","8.27M","-0.58%"
"01/03/2020","146.50","146.40","147.90","146.05","7.32M","-1.15%"
"01/02/2020","148.20","145.29","148.20","145.10","9.50M","2.47%"
"12/31/2019","144.63","143.67","144.77","143.26","5.66M","0.60%"
"12/30/2019","143.77","145.75","145.87","143.40","6.61M","-1.36%"
"12/27/2019","145.75","146.05","146.51","145.45","5.50M","0.03%"
"12/26/2019","145.70","145.40","145.86","145.17","4.43M","0.28%"
"12/24/2019","145.29","144.58","145.43","144.45","3.51M","0.42%"
"12/23/2019","144.68","145.91","146.33","144.33","9.32M","-1.50%"
"12/20/2019","146.88","147.15","147.88","145.77","12.63M","0.50%"
"12/19/2019","146.15","146.18","146.80","145.32","10.25M","-0.08%"
"12/18/2019","146.26","147.77","147.95","146.19","9.47M","-1.00%"
"12/17/2019","147.73","148.10","148.46","147.62","8.78M","-0.49%"
"12/16/2019","148.46","147.59","148.65","146.55","9.15M","1.42%"
"12/13/2019","146.38","147.43","147.80","146.31","9.35M","-0.93%"
"12/12/2019","147.76","147.92","148.93","147.25","7.76M","0.12%"
"12/11/2019","147.59","147.39","147.89","146.76","8.26M","1.02%"
"12/10/2019","146.10","145.26","146.85","145.05","7.09M","-0.08%"
"12/09/2019","146.21","147.96","148.51","145.40","11.64M","-0.98%"
"12/06/2019","147.66","148.40","148.61","147.18","7.09M","0.15%"
"12/05/2019","147.44","148.69","148.83","147.10","7.37M","-0.57%"
"12/04/2019","148.28","149.30","149.33","148.18","7.69M","-0.20%"
"12/03/2019","148.58","147.74","149.11","146.87","9.39M","-1.35%"
"12/02/2019","150.62","152.94","152.97","149.10","10.37M","-0.63%"
"11/29/2019","151.58","151.48","152.47","151.01","6.28M","0.07%"
"11/27/2019","151.48","152.30","152.57","151.15","6.17M","-0.11%"
"11/26/2019","151.64","151.75","153.41","150.61","24.97M","1.30%"
"11/25/2019","149.69","148.80","150.21","147.70","11.33M","0.94%"
"11/22/2019","148.29","147.21","149.44","146.68","9.64M","0.95%"
"11/21/2019","146.90","147.16","147.47","146.26","6.24M","-0.02%"
"11/20/2019","146.93","148.09","148.99","146.03","9.45M","-0.98%"
"11/19/2019","148.38","148.18","149.48","146.80","11.51M","0.49%"
"11/18/2019","147.65","144.75","149.04","143.69","15.36M","2.06%"
"11/15/2019","144.67","147.14","147.20","144.21","13.75M","-1.69%"
"11/14/2019","147.15","148.00","150.63","146.28","28.41M","-1.06%"
"11/13/2019","148.72","138.58","149.92","136.84","46.49M","7.32%"
"11/12/2019","138.58","138.03","139.34","136.74","17.28M","1.35%"
"11/11/2019","136.74","137.50","138.56","136.21","10.14M","-0.88%"
"11/08/2019","137.96","140.22","140.25","136.74","24.19M","3.76%"
"11/07/2019","132.96","132.35","133.70","131.75","18.05M","1.29%"
"11/06/2019","131.27","131.60","131.66","130.66","9.13M","-0.14%"
"11/05/2019","131.45","132.77","132.77","130.89","7.40M","-1.11%"
"11/04/2019","132.92","134.12","134.14","132.47","7.63M","0.13%"
"11/01/2019","132.75","130.99","132.80","130.51","8.51M","2.18%"
"10/31/2019","129.92","129.53","130.15","128.75","9.63M","0.25%"
"10/30/2019","129.60","129.69","130.31","129.15","10.88M","0.09%"
"10/29/2019","129.48","130.50","130.77","129.44","9.31M","-0.80%"
"10/28/2019","130.53","131.45","132.08","130.14","8.94M","-0.28%"
"10/25/2019","130.90","130.50","131.76","130.03","6.70M","0.49%"
"10/24/2019","130.26","131.52","131.70","129.63","6.79M","-0.66%"
"10/23/2019","131.13","132.45","132.68","130.76","7.08M","-0.96%"
"10/22/2019","132.40","133.15","133.68","132.10","10.54M","1.64%"
"10/21/2019","130.26","131.44","131.73","130.02","7.39M","-0.48%"
"10/18/2019","130.89","132.37","133.16","130.89","8.70M","-1.12%"
"10/17/2019","132.37","132.53","133.44","130.51","8.04M","1.15%"
"10/16/2019","130.86","129.76","131.83","129.70","7.67M","0.85%"
"10/15/2019","129.76","130.01","130.89","129.40","5.94M","0.05%"
"10/14/2019","129.70","130.13","130.30","129.48","3.75M","-0.25%"
"10/11/2019","130.02","130.30","130.99","129.59","6.81M","0.53%"
"10/10/2019","129.34","129.22","130.14","128.88","4.58M","0.01%"
"10/09/2019","129.33","129.10","129.85","128.06","5.04M","0.67%"
"10/08/2019","128.47","129.90","130.04","128.37","6.78M","-1.86%"
"10/07/2019","130.90","130.27","131.56","129.04","5.84M","0.48%"
"10/04/2019","130.27","128.69","130.44","128.61","6.80M","1.65%"
"10/03/2019","128.15","128.60","129.43","127.54","8.68M","-0.77%"
"10/02/2019","129.14","128.51","129.22","127.57","8.34M","-0.32%"
"10/01/2019","129.55","130.80","131.78","129.51","6.01M","-0.59%"
"09/30/2019","130.32","130.35","130.86","129.82","5.85M","0.28%"
"09/27/2019","129.96","130.10","131.00","128.92","8.40M","-1.00%"
"09/26/2019","131.27","133.14","133.30","129.06","11.85M","-1.37%"
"09/25/2019","133.09","131.79","133.42","131.22","6.61M","0.85%"
"09/24/2019","131.97","134.01","134.15","131.50","11.94M","-0.37%"
"09/23/2019","132.46","131.99","132.89","131.89","6.15M","0.14%"
"09/20/2019","132.27","133.03","133.23","131.61","25.64M","-0.77%"
"09/19/2019","133.30","137.00","137.36","133.00","12.59M","-2.56%"
"09/18/2019","136.80","136.41","137.06","135.72","6.89M","0.36%"
"09/17/2019","136.31","135.80","136.72","135.67","4.76M","0.38%"
"09/16/2019","135.80","136.29","137.24","135.30","6.33M","-1.61%"
"09/13/2019","138.02","137.85","138.22","137.11","5.21M","0.38%"
"09/12/2019","137.50","136.84","138.67","136.54","7.33M","0.96%"
"09/11/2019","136.19","135.56","136.24","134.93","7.90M","0.29%"
"09/10/2019","135.79","138.12","138.44","134.58","10.97M","-2.19%"
"09/09/2019","138.83","139.58","140.08","138.48","5.46M","-0.52%"
"09/06/2019","139.55","139.13","139.81","138.25","4.09M","0.51%"
"09/05/2019","138.84","138.92","139.27","138.32","5.15M","0.69%"
"09/04/2019","137.89","136.74","138.20","136.39","4.30M","1.16%"
"09/03/2019","136.31","136.37","136.42","135.06","6.00M","-0.69%"
"08/30/2019","137.26","138.29","138.50","136.76","5.62M","-0.42%"
"08/29/2019","137.84","138.12","138.68","137.42","6.54M","0.94%"
"08/28/2019","136.55","134.06","136.73","133.52","5.96M","1.53%"
"08/27/2019","134.49","135.77","135.99","134.19","6.02M","-0.09%"
"08/26/2019","134.61","134.19","134.64","132.55","8.10M","2.23%"
"08/23/2019","131.67","135.51","136.44","131.02","10.20M","-3.24%"
"08/22/2019","136.08","136.20","136.67","134.69","6.97M","0.24%"
"08/21/2019","135.76","134.61","136.06","134.05","6.33M","0.47%"
"08/20/2019","135.13","133.33","136.04","133.26","8.63M","-0.12%"
"08/19/2019","135.29","136.79","137.62","134.28","11.74M","0.07%"
"08/16/2019","135.20","134.02","135.50","133.83","6.35M","1.34%"
"08/15/2019","133.41","133.50","134.28","132.47","7.59M","0.42%"
"08/14/2019","132.85","135.06","135.15","132.68","11.80M","-3.04%"
"08/13/2019","137.01","135.00","137.92","135.00","8.20M","0.93%"
"08/12/2019","135.75","137.31","137.57","135.23","7.92M","-2.00%"
"08/09/2019","138.52","137.10","139.24","136.76","8.81M","0.46%"
"08/08/2019","137.89","137.90","138.00","136.01","14.05M","2.25%"
"08/07/2019","134.86","134.93","135.87","132.26","29.08M","-4.94%"
"08/06/2019","141.87","140.41","141.95","138.37","18.82M","2.58%"
"08/05/2019","138.30","139.14","140.23","137.03","10.67M","-2.41%"
"08/02/2019","141.71","140.99","142.22","139.94","6.54M","-0.10%"
"08/01/2019","141.85","143.34","144.53","141.26","8.91M","-0.81%"
"07/31/2019","143.01","144.99","145.00","142.34","9.71M","-1.32%"
"07/30/2019","144.93","145.76","146.80","144.61","6.56M","-1.00%"
"07/29/2019","146.39","145.59","147.15","145.17","11.67M","1.20%"
"07/26/2019","144.65","143.74","145.19","143.05","8.14M","1.01%"
"07/25/2019","143.21","141.40","143.23","141.04","7.29M","1.36%"
"07/24/2019","141.29","141.40","141.59","140.40","5.90M","0.02%"
"07/23/2019","141.26","141.65","142.54","140.27","7.51M","0.30%"
"07/22/2019","140.84","141.25","141.44","140.01","7.71M","0.71%"
"07/19/2019","139.85","142.24","142.24","139.74","6.11M","-1.26%"
"07/18/2019","141.63","142.46","142.46","140.17","8.04M","-0.66%"
"07/17/2019","142.57","144.60","144.68","142.37","5.30M","-1.20%"
"07/16/2019","144.30","144.75","144.99","143.81","5.85M","-0.52%"
"07/15/2019","145.06","145.13","145.36","143.97","5.29M","0.12%"
"07/12/2019","144.88","144.15","145.43","144.00","8.51M","0.92%"
"07/11/2019","143.56","144.01","145.34","143.54","10.47M","0.01%"
"07/10/2019","143.54","142.40","144.25","142.01","9.53M","1.36%"
"07/09/2019","141.61","140.06","141.72","139.75","7.40M","0.42%"
"07/08/2019","141.02","142.18","142.23","140.97","4.99M","-1.00%"
"07/05/2019","142.45","141.42","142.89","140.70","5.60M","-0.37%"
"07/03/2019","142.98","142.70","143.00","142.00","4.15M","0.32%"
"07/02/2019","142.53","141.40","142.86","141.27","7.56M","0.62%"
"07/01/2019","141.65","140.45","141.95","139.22","9.00M","1.44%"
"06/28/2019","139.64","139.41","140.21","138.61","20.08M","0.24%"
"06/27/2019","139.30","141.00","141.74","138.92","6.47M","-0.78%"
"06/26/2019","140.40","140.36","140.74","139.51","8.84M","0.33%"
"06/25/2019","139.94","139.02","140.41","138.67","14.68M","0.52%"
"06/24/2019","139.22","140.12","140.47","137.80","10.50M","-0.72%"
"06/21/2019","140.23","141.95","142.00","140.00","14.15M","-1.26%"
"06/20/2019","142.02","141.97","142.23","139.91","8.49M","0.78%"
"06/19/2019","140.92","139.51","141.07","138.58","6.88M","1.21%"
"06/18/2019","139.24","141.99","143.51","138.97","11.23M","-1.23%"
"06/17/2019","140.97","140.81","141.48","139.11","8.54M","-0.48%"
"06/14/2019","141.65","142.05","142.95","140.53","11.13M","-0.06%"
"06/13/2019","141.74","137.95","141.85","137.61","17.94M","4.44%"
"06/12/2019","135.72","135.09","136.28","134.82","5.54M","0.47%"
"06/11/2019","135.08","137.59","137.75","134.94","6.35M","-1.45%"
"06/10/2019","137.07","138.88","138.88","136.07","8.48M","-0.70%"
"06/07/2019","138.04","137.60","138.76","137.33","7.03M","0.60%"
"06/06/2019","137.21","136.51","137.44","135.73","6.03M","0.93%"
"06/05/2019","135.94","135.41","136.00","134.94","6.84M","0.83%"
"06/04/2019","134.82","133.45","134.88","132.92","8.25M","1.77%"
"06/03/2019","132.47","132.02","132.95","131.49","7.90M","0.33%"
"05/31/2019","132.04","130.96","132.93","130.78","7.42M","-0.12%"
"05/30/2019","132.20","131.88","132.68","131.34","5.27M","0.48%"
"05/29/2019","131.57","131.96","132.15","130.78","7.75M","-0.79%"
"05/28/2019","132.62","133.21","134.04","132.59","8.94M","-0.13%"
"05/24/2019","132.79","133.10","133.29","132.22","4.57M","0.05%"
"05/23/2019","132.73","132.71","133.55","131.95","6.74M","-0.84%"
"05/22/2019","133.85","133.82","134.17","133.39","5.09M","-0.18%"
"05/21/2019","134.09","134.57","134.57","133.11","7.05M","0.13%"
"05/20/2019","133.91","134.25","134.40","133.25","8.01M","-0.84%"
"05/17/2019","135.04","134.26","135.98","134.03","8.96M","-0.34%"
"05/16/2019","135.50","135.29","136.40","134.81","9.69M","0.61%"
"05/15/2019","134.68","132.55","135.21","132.04","9.73M","1.11%"
"05/14/2019","133.20","133.52","134.66","132.05","12.00M","1.42%"
"05/13/2019","131.34","131.50","132.66","130.55","11.39M","-2.01%"
"05/10/2019","134.04","133.01","134.32","131.23","9.86M","0.34%"
"05/09/2019","133.59","135.03","136.48","132.84","15.30M","-1.04%"
"05/08/2019","134.99","133.50","135.70","133.31","15.42M","1.16%"
"05/07/2019","133.44","135.35","135.97","132.76","10.97M","-1.16%"
"05/06/2019","135.00","132.54","135.33","132.30","9.96M","0.50%"
"05/03/2019","134.33","135.22","135.31","133.78","8.87M","0.14%"
"05/02/2019","134.14","135.38","135.69","132.38","16.58M","-1.64%"
"05/01/2019","136.38","137.49","138.17","136.24","8.91M","-0.43%"
"04/30/2019","136.97","139.12","139.39","136.03","15.25M","-1.67%"
"04/29/2019","139.30","142.19","142.37","137.61","25.75M","-0.44%"
"04/26/2019","139.92","138.70","140.04","137.51","14.17M","1.95%"
"04/25/2019","137.24","135.36","138.88","134.84","16.38M","1.58%"
"04/24/2019","135.10","133.11","135.75","132.72","11.45M","1.30%"
"04/23/2019","133.36","133.39","134.24","132.65","12.16M","1.28%"
"04/22/2019","131.68","131.90","132.20","131.03","10.20M","-0.58%"
"04/18/2019","132.45","131.77","132.87","131.11","11.89M","0.53%"
"04/17/2019","131.75","129.81","132.36","129.28","14.25M","1.42%"
"04/16/2019","129.90","131.75","132.13","129.56","14.56M","-1.62%"
"04/15/2019","132.04","131.05","132.70","129.79","32.77M","1.52%"
"04/12/2019","130.06","127.91","130.90","126.36","65.25M","11.54%"
"04/11/2019","116.60","117.73","117.86","116.32","12.78M","-0.48%"
"04/10/2019","117.16","117.58","118.03","116.28","14.09M","0.26%"
"04/09/2019","116.86","115.61","117.16","115.28","17.34M","1.65%"
"04/08/2019","114.96","115.00","115.83","114.64","11.05M","-0.03%"
"04/05/2019","115.00","114.97","115.13","114.31","10.91M","0.22%"
"04/04/2019","114.75","113.24","114.86","113.03","14.38M","1.98%"
"04/03/2019","112.52","112.70","113.11","112.21","10.53M","0.50%"
"04/02/2019","111.96","113.15","113.31","111.92","9.23M","-0.49%"
"04/01/2019","112.51","111.59","112.86","111.38","10.79M","1.33%"
"03/29/2019","111.03","111.56","111.60","110.39","16.36M","0.29%"
"03/28/2019","110.71","110.60","111.27","110.24","11.75M","0.39%"
"03/27/2019","110.28","110.45","111.09","109.73","10.79M","0.13%"
"03/26/2019","110.14","108.40","110.34","108.27","16.69M","2.18%"
"03/25/2019","107.79","108.49","109.07","107.32","18.19M","-0.41%"
"03/22/2019","108.23","108.33","109.00","107.51","24.13M","-0.40%"
"03/21/2019","108.66","110.10","110.15","108.37","27.44M","-1.21%"
"03/20/2019","109.99","110.31","110.88","108.05","35.59M","-0.01%"
"03/19/2019","110.00","112.95","113.71","109.80","45.38M","-2.76%"
"03/18/2019","113.12","113.03","114.00","112.46","21.77M","-1.60%"
"03/15/2019","114.96","114.50","115.48","113.68","14.93M","0.42%"
"03/14/2019","114.48","114.12","114.77","113.93","17.41M","0.34%"
"03/13/2019","114.09","114.84","114.85","113.72","17.99M","-0.56%"
"03/12/2019","114.73","114.72","115.30","114.04","9.92M","-0.02%"
"03/11/2019","114.75","114.04","115.00","114.03","6.95M","0.83%"
"03/08/2019","113.81","113.46","113.84","112.90","6.55M","-0.18%"
"03/07/2019","114.01","114.85","114.90","113.47","6.32M","-0.73%"
"03/06/2019","114.85","114.00","115.05","114.00","7.35M","0.75%"
"03/05/2019","114.00","114.23","114.54","113.76","5.23M","-0.29%"
"03/04/2019","114.33","114.42","114.42","113.09","6.01M","0.28%"
"03/01/2019","114.01","113.45","114.44","113.45","7.00M","1.04%"
"02/28/2019","112.84","112.90","113.43","112.75","6.72M","0.05%"
"02/27/2019","112.78","113.09","113.51","112.46","7.25M","-0.63%"
"02/26/2019","113.50","113.65","114.01","112.85","8.96M","-0.08%"
"02/25/2019","113.59","115.62","115.80","113.46","9.33M","-1.44%"
"02/22/2019","115.25","114.63","115.77","113.95","8.74M","0.84%"
"02/21/2019","114.29","113.40","114.54","112.87","9.48M","0.54%"
"02/20/2019","113.68","113.60","114.08","113.28","7.08M","0.15%"
"02/19/2019","113.51","112.91","113.77","112.83","8.17M","0.82%"
"02/15/2019","112.59","111.40","112.63","111.03","8.20M","1.74%"
"02/14/2019","110.66","109.85","111.50","109.54","6.32M","0.42%"
"02/13/2019","110.20","109.24","110.48","109.23","6.92M","0.92%"
"02/12/2019","109.20","110.21","110.83","109.15","7.61M","-0.22%"
"02/11/2019","109.44","111.77","111.81","109.25","11.09M","-1.86%"
"02/08/2019","111.51","110.46","111.54","110.06","6.40M","0.50%"
"02/07/2019","110.95","111.05","111.11","109.81","8.66M","-0.41%"
"02/06/2019","111.41","113.85","113.92","111.07","14.23M","-1.11%"
"02/05/2019","112.66","112.02","112.74","111.45","13.62M","0.77%"
"02/04/2019","111.80","111.41","111.98","110.68","7.04M","0.45%"
"02/01/2019","111.30","111.97","112.05","110.93","6.56M","-0.20%"
"01/31/2019","111.52","110.10","111.54","110.01","8.35M","1.26%"
"01/30/2019","110.13","110.30","110.58","108.96","7.85M","-0.69%"
"01/29/2019","110.90","110.65","110.93","110.00","5.25M","0.08%"
"01/28/2019","110.81","110.76","110.99","109.95","6.18M","-0.25%"
"01/25/2019","111.09","111.47","111.50","110.66","5.71M","0.49%"
"01/24/2019","110.55","111.00","111.11","109.93","6.72M","-0.51%"
"01/23/2019","111.12","111.19","111.84","110.00","6.85M","0.47%"
"01/22/2019","110.60","110.62","111.33","109.75","6.99M","-0.40%"
"01/18/2019","111.04","111.86","111.93","110.83","8.55M","0.03%"
"01/17/2019","111.01","110.72","111.25","110.16","6.39M","0.09%"
"01/16/2019","110.91","111.45","112.01","110.81","5.90M","-0.76%"
"01/15/2019","111.76","112.30","113.18","110.61","9.80M","-0.59%"
"01/14/2019","112.42","111.65","112.69","111.43","6.98M","-0.20%"
"01/11/2019","112.65","112.18","112.92","111.73","4.82M","-0.13%"
"01/10/2019","112.80","111.99","112.91","111.50","6.16M","0.12%"
"01/09/2019","112.67","111.80","112.80","111.56","5.93M","1.12%"
"01/08/2019","111.42","111.80","112.56","111.17","8.73M","0.78%"
"01/07/2019","110.56","109.91","111.40","109.30","6.71M","0.87%"
"01/04/2019","109.61","107.94","110.75","107.25","10.12M","3.08%"
"01/03/2019","106.33","108.48","108.65","105.94","10.59M","-2.42%"
"01/02/2019","108.97","108.10","109.14","107.73","9.72M","-0.62%"
